STYLE,DESC,CATEGORY,LOT,QOH_CASES,UPC_SKU_2,PRICE_CS,PRICE_UNIT,SIZE
SG-2151,"40"""" 120 FLOWER CHERRY BLOSSOM",Gemex Program,C36,0,8.40E+11,10.00,1.00,
SG-2151-P,"40"""" 120 FLOWER CHERRY BLOSSOM",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2152,"22"""" TULIP ASST",Gemex Program,C72,0,8.40E+11,10.00,1.00,
SG-2152-P,"22"""" TULIP ASST",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2153,"28"""" SINGLE HYDREANGEA 90 PETA",Gemex Program,C48,0,8.40E+11,10.00,1.00,
SG-2153-P,"28"""" SINGLE HYDREANGEA 90 PETA",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2154,"25"""" SINGLE ROSE RED",Gemex Program,C48,0,8.40E+11,10.00,1.00,
SG-2154-P,"25"""" SINGLE ROSE RED",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2155,"25"""" SINGLE ROSE WHITE",Gemex Program,C48,0,8.40E+11,10.00,1.00,
SG-2155-P,"25"""" SINGLE ROSE WHITE",Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2156,35” ORCHID STEM WHITE,Gemex Program,C48,0,8.40E+11,10.00,1.00,
SG-2156-P,35” ORCHID STEM WHITE,Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2157,35” ORCHID STEM PINK/PURPLE,Gemex Program,C48,0,8.40E+11,10.00,1.00,
SG-2157-P,35” ORCHID STEM PINK/PURPLE,Gemex Program,C12,0,8.40E+11,10.00,1.00,
SG-2158,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2158-P,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2159,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2159-P,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2160,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2160-P,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2161,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2161-P,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2162,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2162-P,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2163,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2163-P,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2164,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2164-P,"24"""" SINGLE HEAD 4 PIECE BUNDL",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2165,"45"""" 183 FLOWERS WISTERIA WHIT",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2165-P,"45"""" 183 FLOWERS WISTERIA WHIT",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2166,"45"""" 183 FLOWERS WISTERIA PINK",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2166-P,"45"""" 183 FLOWERS WISTERIA PINK",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2167,"45"""" 183 FLOWERS WISTERIA BLUE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG-2167-P,"45"""" 183 FLOWERS WISTERIA BLUE",Gemex Program,C24,0,8.40E+11,10.00,1.00,
SG061951,"30"" LONG STEM TOMATO VINE ASSO",Gemex Program,C36,1800,840364219515,10.00,1.00,
SG061952,"40"" LONG STEM POMEGRANATE VINE",Gemex Program,C36,1656,840364219522,10.00,1.00,
SG061953,"34"" LONG STEM POMEGRANATE VINE",Gemex Program,C36,1800,840364219539,10.00,1.00,
SG061954,"38"" LONG STEM PERSIMMONS PICK",Gemex Program,C36,1728,840364219546,10.00,1.00,
SG061955,"38"" LONG STEM LEMON BRANCH PIC",Gemex Program,C36,1620,840364219553,10.00,1.00,
SG061956,"30"" LONG STEM CRABAPPLE PICK A",Gemex Program,C36,1800,840364219560,10.00,1.00,
SG061957,"36"" LONG STEM CRABAPPLE PICK A",Gemex Program,C36,1584,840364219577,10.00,1.00,
SG061958,"38"" LONG STEM ORANGE BRANCH PI",Gemex Program,C36,1692,840364219584,10.00,1.00,
SG06623,"20"""" 5 HEAD HYDRANGEA 400 PETA",Gemex Program,C24,1056,846312066231,10.00,1.00,
SG06624,"18"""" 5 HEAD HYDRANGEA 280 PETA",Gemex Program,C24,2712,846312066248,10.00,1.00,
SG06625,"14"""" SINGLE HYDRANGEA 96 PETAL",Gemex Program,C48,0,846312066255,10.00,1.00,
SG06626,"16"""" 18 FLOWERS ROSE WHT/PNK",Gemex Program,C12,0,846312066262,10.00,1.00,
SG06627,"18"""" 9 FLOWERS PEONY PNK/BLUE",Gemex Program,C24,2304,846312066279,10.00,1.00,
SG06628,"18"""" 9 FLOWERS PEONY CRM/BLUE",Gemex Program,C24,1080,846312066286,10.00,1.00,
SG06629,"18"""" 9 FLOWERS PEONY WHITE",Gemex Program,C24,2280,846312066293,10.00,1.00,
SG06630,"18"""" 36 FLOWERS CAMELLIA WHT/P",Gemex Program,C24,1656,846312066309,10.00,1.00,
SG06631,"21"""" 14 FLOWERS DAHLIA WHT/PNK",Gemex Program,C24,2208,846312066316,10.00,1.00,
SG06632,"23"""" 7 FLOWERS LILLY WHITE",Gemex Program,C24,2256,846312066323,10.00,1.00,
SG06633,"36"""" 5 FLOWERS CALLA LILLY PNK",Gemex Program,C36,2340,846312066330,10.00,1.00,
SG06634,"17"""" 9 FLOWERS ROSE WHT",Gemex Program,C24,1632,846312066347,10.00,1.00,
SG06635,"17"""" 9 FLOWERS ROSE RED",Gemex Program,C24,2256,846312066354,10.00,1.00,
SG06636,"15"""" 9 FLOWERS ROSE WHT/PCH",Gemex Program,C24,2136,846312066361,10.00,1.00,
SG06637,"15"""" 9 FLOWERS ROSE RED",Gemex Program,C24,2256,846312066378,10.00,1.00,
SG06638,"10"""" 12 FLOWERS ROSE BUDS RED/",Gemex Program,C36,0,846312066385,10.00,1.00,
SG06639,"7.5""""  13 FLOWERS GARLAND WHT/",Gemex Program,C24,720,846312066392,10.00,1.00,
SG06640,6 FLOWERS 216 PETALS HYDREANGE,Gemex Program,C24,2160,846312066408,10.00,1.00,
SG06641,"40"""" 5 HEAD SUNFLOWER WHT/YELL",Gemex Program,C24,3336,846312066415,10.00,1.00,
SG06642,"18"""" 5 HEADS SUNFLOWERS WHT/YE",Gemex Program,C36,36,846312066422,10.00,1.00,
SG06643,"42"""" SINGLE SUNFLOWER WHT/YELL",Gemex Program,C48,528,846312066439,10.00,1.00,
SG06644,"45"""" 183 FLOWERS WISTERIA WHT/",Gemex Program,C36,3348,846312066446,10.00,1.00,
SG06645,"32"""" SINGLE 90 PETALS HYDRANGE",Gemex Program,C24,0,846312066453,10.00,1.00,
SG06646,"32"""" 80 LEAVES BRANCH GREEN",Gemex Program,C48,0,846312066460,10.00,1.00,
SG06647,"44"""" EUCALYPTUS 55 LEAVES LT A",Gemex Program,C48,4320,846312066477,10.00,1.00,
SG06648,"34"""" 27 LEAVES EUCALYPTUS MED",Gemex Program,C72,0,846312066484,10.00,1.00,
SG06649,"36"""" 35 MONEY LEAVES GREEN",Gemex Program,C72,72,846312066491,10.00,1.00,
SG06650,"28"""" 3 FLOWER LILLY STEM WHT/W",Gemex Program,C48,864,846312066507,10.00,1.00,
SG06651,"40"""" OLIVE BRANCH GREEN",Gemex Program,C48,2928,846312066514,10.00,1.00,
SG06652,"21"""" 5 BRANCHES GREENERY",Gemex Program,C48,432,846312066521,10.00,1.00,
SG06653,"40"""" 120 FLOWER CHERRY BLOSSOM",Gemex Program,C36,3024,846312066538,10.00,1.00,
SG06654,"22"""" TULIP ASST",Gemex Program,C72,0,846312066545,10.00,1.00,
SG06655,"28"""" SINGLE HYNDREANGEA 90 PET",Gemex Program,C48,1152,846312066552,10.00,1.00,
SG06656,"25"""" SINGLE ROSE RED/WHT",Gemex Program,C72,0,846312066569,10.00,1.00,
SG06657,35” ORCHID STEM WHITE,Gemex Program,C48,0,846312066576,10.00,1.00,
SG06658,"35"" ORCHID STEM PINK/PURPLE",Gemex Program,C48,0,846312066583,10.00,1.00,
SG06659,24” ORCHID STEM WHITE,Gemex Program,C48,864,846312066590,10.00,1.00,
ST27-1909,1PK 2PK PVC Santa Buckle Bow,Bows,C48,0,840364219096,10.00,1.00,
ST32-1910,18PK 100MM Ball Ornaments,Packaged Sets,C8,0,840364219102,10.00,1.00,
ST32-1911,24PK 50MM Ball Ornaments,Packaged Sets,C24,0,840364219119,10.00,1.00,
ST32-1913,50PK 60MM Ball Ornaments,Packaged Sets,C8,0,840364219133,10.00,1.00,
TEST1,test item,Inactive,C12,0,,10.00,1.00,
TR06260,"21"""" Peony Stem White/Blue/Pin",Gemex Program,C72,0,846312062608,10.00,1.00,
TR06262,"42"""" Delphinium Red/Pink/White",Inactive,C24,0,846312062622,10.00,1.00,
TR06263,30CM Ranunculus Bouquet 36Flw,Gemex Program,C24,120,846312062639,10.00,1.00,
XG,3 FLOWER STEM WHT,Inactive,C48,0,,10.00,1.00,
XG05461,"17"""" JUMBO JAGGED VELVET FLOWE",Inactive,C48,0,846312054610,10.00,1.00,
XG05462,"17"""" JUMBO JAGGED VELVET FLOWE",Inactive,C48,0,846312054627,10.00,1.00,
XG05463,"17"""" JUMBO JAGGED VELVET FLOWE",Inactive,C48,0,846312054634,10.00,1.00,
XG05464,"17"""" JUMBO JAGGED VELVET FLOWE",Inactive,C48,0,846312054641,10.00,1.00,
XG05491,"50"""" GARLAND SLV",Gemex Program,C8,8,846312054917,10.00,1.00,
XG05491-D,"50"""" GARLAND SLV",Gemex Program,C8,0,846312054917,10.00,1.00,
XG05492,"50"""" GARLAND GLD",Gemex Program,C8,0,846312054924,10.00,1.00,
XG05492-D,"50"""" GARLAND GLD",Gemex Program,C8,0,846312054924,10.00,1.00,
XG05493,"50"""" GARLAND RGLD",Gemex Program,C8,8,846312054931,10.00,1.00,
XG05494,"50"""" GARLAND WHT",Gemex Program,C8,8,846312054948,10.00,1.00,
XG05495,"50"""" GARLAND RED",Gemex Program,C8,16,846312054955,10.00,1.00,
XG05505,"11"""" VELVET RIBBED FLOWER GLD",Inactive,C48,0,846312055051,10.00,1.00,
XG05510,"34"""" 3 BRANCHES SPRAY SLV",Inactive,C48,0,846312055105,10.00,1.00,
XG05512,"34"""" 3 BRANCHES SPRAY WHT",Inactive,C48,0,846312055129,10.00,1.00,
XG05712,"15"""" PINE CONE ON STICK RED",Inactive,C48,0,846312057123,10.00,1.00,
XG05713,"15"""" PINE CONE ON STICK  GLD",Inactive,C48,0,846312057130,10.00,1.00,
XG05714,"15"""" PINE CONE ON STICK RBLUE",Inactive,C48,0,846312057147,10.00,1.00,
XG05715,"15"""" PINE CONE ON STICK RGLD",Inactive,C48,0,846312057154,10.00,1.00,
XG05716,"15"""" PINE CONE ON STICK IBLUE",Inactive,C48,0,846312057161,10.00,1.00,
XG05717,"15"""" PINE CONE ON STICK SLV",Inactive,C48,0,846312057178,10.00,1.00,
XG05718,"15"""" PINE CONE ON STICK WHT",Inactive,C48,0,846312057185,10.00,1.00,
XG05719,"15"""" PINE CONE ON STICK  SLGRE",Inactive,C48,0,846312057192,10.00,1.00,
XG05739,"17"""" JUMBO VELVET FLWR IBLUE",Inactive,C48,0,846312057390,10.00,1.00,
XG05740,"17"""" JUMBO VELVET FLWR RGLD",Inactive,C48,0,846312057406,10.00,1.00,
XG05741,"17"""" JUMBO VELVET FLWR IVOR",Inactive,C48,0,846312057413,10.00,1.00,
XG05742,"17"""" JUMBO VELVET FLWR CHAMP",Inactive,C48,0,846312057420,10.00,1.00,
XG05743,"17"""" JUMBO VELVET FLWR DPRED",Inactive,C48,0,846312057437,10.00,1.00,
XG05744,"17"""" JUMBO VELVET FLWR GLD",Inactive,C48,0,846312057444,10.00,1.00,
XG05745,"41"""" WATERFALL W/SEQ RDWH",Inactive,C48,0,846312057451,10.00,1.00,
XG05746,"41"""" WATERFALL W/SEQ GDWH",Inactive,C48,0,846312057468,10.00,1.00,
XG05747,"41"""" WATERFALL W/SEQ SLVWH",Inactive,C48,0,846312057475,10.00,1.00,
XG05748,"41"""" WATERFALL W/SEQ IBL/WHT",Inactive,C48,0,846312057482,10.00,1.00,
XG05750,"24"""" 360 FIREWORKS GLD",Gemex Program,C48,0,846312057505,10.00,1.00,
XG05750-D,"24"""" 360 FIREWORKS GLD",Inactive,C48,0,846312057505,10.00,1.00,
XG05751,"24"""" 360 FIREWORKS RED",Gemex Program,C48,0,846312057512,10.00,1.00,
XG05751-D,"24"""" 360 FIREWORKS RED",Inactive,C48,0,846312057512,10.00,1.00,
XG05756,"24"""" 360 FIREWORKS SLV",Gemex Program,C48,0,846312057567,10.00,1.00,
XG05756-D,"24"""" 360 FIREWORKS SLV",Inactive,C48,0,846312057567,10.00,1.00,
XG05758,"24"""" 360 FIREWORKS WHT",Gemex Program,C48,144,846312057581,10.00,1.00,
XG05758-D,"24"""" 360 FIREWORKS WHT",Inactive,C48,0,846312057581,10.00,1.00,
XG05759,"27"""" WHEAT PICK RED",Inactive,C48,0,846312057598,10.00,1.00,
XG05760,"27"""" WHEAT PICK SLGRN",Inactive,C48,0,846312057604,10.00,1.00,
XG05761,"27"""" WHEAT PICK IVOR",Inactive,C48,0,846312057611,10.00,1.00,
XG05763,"27"""" WHEAT PICK WHT",Inactive,C48,0,846312057635,10.00,1.00,
XG05764,"27"""" WHEAT PICK IBLUE",Inactive,C48,0,846312057642,10.00,1.00,
XG05766,"27"""" WHEAT PICK GLD",Inactive,C48,0,846312057666,10.00,1.00,
XG05767,"27"""" WHEAT PICK SLV",Inactive,C48,0,846312057673,10.00,1.00,
XG05785,"21"""" SPIKE SPHEAR RGLD",Inactive,C48,0,846312057857,10.00,1.00,
XG05786,"21"""" SPIKE SPHEAR GLD",Gemex Program,C48,96,846312057864,10.00,1.00,
XG05786-D,"21"""" SPIKE SPHEAR GLD",Inactive,C48,0,846312057864,10.00,1.00,
XG05787,"21"""" SPIKE SPHEAR RED",Gemex Program,C48,0,846312057871,10.00,1.00,
XG05787-D,"21"""" SPIKE SPHEAR RED",Inactive,C48,0,846312057871,10.00,1.00,
XG05788,"21"""" SPIKE SPHEAR SLT GRN",Gemex Program,C48,96,846312057888,10.00,1.00,
XG05788-D,"21"""" SPIKE SPHEAR SLT GRN",Inactive,C48,0,846312057888,10.00,1.00,
XG05789,"21"""" SPIKE SPHEAR WHT",Gemex Program,C48,192,846312057895,10.00,1.00,
XG05789-D,"21"""" SPIKE SPHEAR WHT",Inactive,C48,0,846312057895,10.00,1.00,
XG05790,"21"""" SPIKE SPHEAR IBLUE",Inactive,C48,0,846312057901,10.00,1.00,
XG05791,"21"""" SPIKE SPHEAR SLV",Gemex Program,C48,96,846312057918,10.00,1.00,
XG05791-D,"21"""" SPIKE SPHEAR SLV",Inactive,C48,0,846312057918,10.00,1.00,
XG06018,VELVET FLOWER RED,Inactive,C48,0,846312060185,10.00,1.00,
XG06019,VELVET FLOWER GRN,Inactive,C48,0,846312060192,10.00,1.00,
XG06020,VELVET FLOWER PURP,Inactive,C48,0,846312060208,10.00,1.00,
XG06021,VELVET FLOWER PINK,Inactive,C48,0,846312060215,10.00,1.00,
XG06022,VELVET FLOWER GLD,Inactive,C48,0,846312060222,10.00,1.00,
XG06023,VELVET FLOWER WHT,Inactive,C48,0,846312060239,10.00,1.00,
XG06046,ABSTRACT PICK CHAMP,Inactive,C48,0,846312060468,10.00,1.00,
XG06047,ABSTRACT PICK MID BLUE,Gemex Program,C48,336,846312060475,10.00,1.00,
XG06048,ABSTRACT PICK RGLD,Inactive,C48,0,846312060482,10.00,1.00,
XG06049,ABSTRACT PICK PURP,Inactive,C48,0,846312060499,10.00,1.00,
XG06050,ABSTRACT PICK WHT,Gemex Program,C48,1008,846312060505,10.00,1.00,
XG06051,ABSTRACT PICK RED,Gemex Program,C48,96,846312060512,10.00,1.00,
XG06051-D,ABSTRACT PICK RED,Gemex Program,C48,0,846312060512,10.00,1.00,
XG06052,ABSTRACT PICK GLD,Gemex Program,C48,0,846312060529,10.00,1.00,
XG06061,JUMBO VELVET FLOWER RED,Inactive,C48,0,846312060611,10.00,1.00,
XG06062,JUMBO VELVET FLOWER WHT,Inactive,C48,0,846312060628,10.00,1.00,
XG06063,JUMBO VELVET FLOWER SLV,Inactive,C48,0,846312060635,10.00,1.00,
XG06064,JUMBO VELVET FLOWER GLD,Inactive,C48,0,846312060642,10.00,1.00,
XG06065,JUMBO VELVET FLOWER RGLD,Inactive,C48,0,846312060659,10.00,1.00,
XG06066,WIRED SEA GRASS RGLD,Inactive,C48,0,846312060666,10.00,1.00,
XG06067,WIRED SEA GRASS GLD,Inactive,C48,0,846312060673,10.00,1.00,
XG06068,WIRED SEA GRASS SLV,Inactive,C48,0,846312060680,10.00,1.00,
XG06069,WIRED SEA GRASS WHT,Inactive,C48,0,846312060697,10.00,1.00,
XG06070,WIRED SEA GRASS RED,Inactive,C48,0,846312060703,10.00,1.00,
XG06071,WIRED SEA GRASS FZ GRN,Inactive,C48,0,846312060710,10.00,1.00,
XG06090,3 BRANCHES MID BLU,Inactive,C48,0,846312060901,10.00,1.00,
XG06091,3 BRANCHES FZ GRN,Inactive,C48,0,846312060918,10.00,1.00,
XG06093,3 BRANCHES RED,Inactive,C48,0,846312060932,10.00,1.00,
XG06095,3 BRANCHES WHT,Inactive,C48,0,846312060956,10.00,1.00,
XG06096,3 BRANCHES RGLD,Inactive,C48,0,846312060963,10.00,1.00,
XG06098,MULTI TONE FLOWER GLD,Gemex Program,C48,0,846312060987,10.00,1.00,
XG06099,MULTI TONE FLOWER BLUE,Gemex Program,C48,0,846312060994,10.00,1.00,
XG06100,MULTI TONE FLOWER ROSE,Inactive,C48,0,846312061007,10.00,1.00,
XG06101,MULTI TONE FLOWER RED,Gemex Program,C48,0,846312061014,10.00,1.00,
XG06102,MULTI TONE FLOWER SLV,Gemex Program,C48,48,846312061021,10.00,1.00,
XG06109,3 FLOWER STEM PNK,Inactive,C48,0,846312061090,10.00,1.00,
XG06110,3 FLOWER STEM GRN,Inactive,C48,0,846312061106,10.00,1.00,
XG06111,3 FLOWER STEM WHT,Inactive,C48,0,846312061113,10.00,1.00,
XG06126,CATTAIL 3 BRANCHES GLD,Gemex Program,C48,384,846312061267,10.00,1.00,
XG06126-D,CATTAIL 3 BRANCHES GLD,Inactive,C48,0,846312061267,10.00,1.00,
XG06127,CATTAIL 3 BRANCHES RED,Gemex Program,C48,384,846312061274,10.00,1.00,
XG06127-D,CATTAIL 3 BRANCHES RED,Inactive,C48,0,846312061274,10.00,1.00,
XG06128,CATTAIL 3 BRANCHES WHT,Gemex Program,C48,0,846312061281,10.00,1.00,
XG06128-D,CATTAIL 3 BRANCHES WHT,Inactive,C48,0,846312061281,10.00,1.00,
XG06129,CATTAIL 3 BRANCHES BLU,Gemex Program,C48,0,846312061298,10.00,1.00,
XG06130,CATTAIL 3 BRANCHES PURP,Inactive,C48,0,846312061304,10.00,1.00,
XG06131,CATTAIL 3 BRANCHES SLV,Gemex Program,C48,384,846312061311,10.00,1.00,
XG06131-D,CATTAIL 3 BRANCHES SLV,Inactive,C48,0,846312061311,10.00,1.00,
XG06132,CATTAIL 3 BRANCHES RGLD,Inactive,C48,0,846312061328,10.00,1.00,
XG06209,"34"""" LG WEIRD PICK",Inactive,C48,0,846312062097,10.00,1.00,
XG06210,"34"""" LG WEIRD PICK GLD",Inactive,C48,0,846312062103,10.00,1.00,
XG06211,"34"""" LG WEIRD PICK SLV",Inactive,C48,0,846312062110,10.00,1.00,
XG06212,"34"""" LG WEIRD PICK WHT",Inactive,C48,0,846312062127,10.00,1.00,
XG06213,"32"""" 3 BRANCH FIREWORKS GLD",Inactive,C48,0,846312062134,10.00,1.00,
XG06214,"32"""" 3 BRANCH FIREWORKS RED",Inactive,C48,0,846312062141,10.00,1.00,
XG06215,"32"""" 3 BRANCH FIREWORKS SLV",Inactive,C48,0,846312062158,10.00,1.00,
XG06217,"10"""" FLWR W/ENCRUSTED PEARLS",Inactive,C48,0,846312062172,10.00,1.00,
XG06218,"10"""" FLWR W/ENCRUSTED PEARLS",Inactive,C48,0,846312062189,10.00,1.00,
XG06219,"12"""" FLWR W/ENCRUSTED PEARLS W",Inactive,C48,0,846312062196,10.00,1.00,
XG06220,3 FLOWER STEM GLD,Inactive,C48,0,846312062202,10.00,1.00,
XG06221,3 FLOWER STEM RED,Inactive,C48,0,846312062219,10.00,1.00,
XG06313,POINSETTER FLW W/ GLITTER VEIN,Inactive,C48,0,846312063131,10.00,1.00,
XG06314,POINSETTER FLW W/ GLITTER VEIN,Inactive,C48,0,846312063148,10.00,1.00,
XG06315,LG VELVET W/GOLD SEQUINS BURG,Gemex Program,C48,96,846312063155,10.00,1.00,
XG06316,POINSETTER VELVET FUN MID BLUE,Gemex Program,C48,0,846312063162,10.00,1.00,
XG06317,POINSETTER VELVET FUN EMERALD,Gemex Program,C48,144,846312063179,10.00,1.00,
XG06318,POINSETTER VELVET FUN BURG,Gemex Program,C48,48,846312063186,10.00,1.00,
XG06320,"11"""" VELVET W/ICE EDGE ICE BLU",Gemex Program,C48,0,846312063209,10.00,1.00,
XG06321,"11"""" VELVET W/ ICE EDGE FRZN G",Gemex Program,C48,48,846312063216,10.00,1.00,
XG06329,31'' FIREWORKS GOLD,Inactive,C48,0,846312063292,10.00,1.00,
XG06330,31'' FIREWORKS GREEN,Inactive,C48,0,846312063308,10.00,1.00,
XG06331,31'' FIREWORKS SILVER,Inactive,C48,0,846312063315,10.00,1.00,
XG06332,31''  FIREWORKS W/BALL LT.BLUE,Inactive,C48,0,846312063322,10.00,1.00,
XG06333,31''  FIREWORKS W/BALL PINK,Inactive,C48,0,846312063339,10.00,1.00,
XG06334,31''  FIREWORKS W/BALL GOLD,Inactive,C48,0,846312063346,10.00,1.00,
XG06335,12'' VELVET FLOWER GREEN/GOLD,Gemex Program,C48,0,846312063353,10.00,1.00,
XG06340,11.8'' VELVET FLOWER GREEN,Inactive,C48,0,846312063407,10.00,1.00,
XG06341,11.8'' VELVET FLOWER FUSCHIA,Inactive,C48,0,846312063414,10.00,1.00,
XG06342,11.8'' VELVET FLOWER RED,Inactive,C48,0,846312063421,10.00,1.00,
XG06343,11.8'' VELVET FLOWER MIDNIGHT,Inactive,C48,0,846312063438,10.00,1.00,
XG06344,27'' LEAF BRANCH STEM ROYAL BL,Gemex Program,C48,0,846312063445,10.00,1.00,
XG06345,27'' LEAF BRANCH STEM HNT GREE,Gemex Program,C48,96,846312063452,10.00,1.00,
XG06346,27'' LEAF BRANCH STEM RED,Gemex Program,C48,48,846312063469,10.00,1.00,
XG06347,13.5'' VELVET FLOWER RED,Inactive,C48,0,846312063476,10.00,1.00,
XG06348,13.5'' VELVET FLOWER BROWN,Gemex Program,C48,960,846312063483,10.00,1.00,
XG06349,13.5'' VELVET FLOWER DUSTY GRE,Inactive,C48,0,846312063490,10.00,1.00,
XG06350,11.4'' VELVET FLOWER LAVENDER,Inactive,C48,0,846312063506,10.00,1.00,
XG06351,12.5'' VELVET FLOWER LAVENDER,Inactive,C48,0,846312063513,10.00,1.00,
XG06352,12.5'' VELVET FLOWER FR.GREEN,Inactive,C48,0,846312063520,10.00,1.00,
XG06353,11.8'' VELVET FLOWER PEACOCK,Inactive,C48,0,846312063537,10.00,1.00,
XG06354,11.8'' VELVET FLOWER MID BLUE,Inactive,C48,0,846312063544,10.00,1.00,
XG06355,11.8'' VELVET FLOWER  SILVER,Inactive,C48,0,846312063551,10.00,1.00,
XG06356,9.8'' VELVET MAGNOLIA LAVENDER,Gemex Program,C48,864,846312063568,10.00,1.00,
XG06357,9.8'' VELVET MAGNOLIA RED,Gemex Program,C48,624,846312063575,10.00,1.00,
XG06358,17.7'' JUMBO VELVET FLOWER RED,Gemex Program,C48,48,846312063582,10.00,1.00,
XG06359,17.7'' JUMBO VELVET FLOWER TEA,Gemex Program,C48,48,846312063599,10.00,1.00,
XG06360,11.8'' VELVET FLOWER RED,Inactive,C48,0,846312063605,10.00,1.00,
XG06361,11.8'' VELVET FLOWER CHAMPAGNE,Inactive,C48,0,846312063612,10.00,1.00,
XG06363,14'' VELVET FLOWER LT BLUE,Inactive,C48,0,846312063636,10.00,1.00,
XG06364,16.5'' VELVET FLOWER LT BLUE,Gemex Program,C48,336,846312063643,10.00,1.00,
XG06365,16.5'' VELVET FLOWER LAVENDER,Inactive,C48,0,846312063650,10.00,1.00,
XG06366,15.7'' VELVET FLOWER RED,Gemex Program,C48,0,846312063667,10.00,1.00,
XG06367,15.7'' VELVET FLOWER MIDNIGHT,Gemex Program,C48,48,846312063674,10.00,1.00,
XG06368,26'' PEARL BALL STEM,Gemex Program,C48,144,846312063681,10.00,1.00,
XG06369,26'' RED BERRY STEM,Inactive,C48,0,846312063698,10.00,1.00,
XG06370,24.8'' BLUE BERRY STEM,Gemex Program,C48,96,846312063704,10.00,1.00,
XG06371,24.8'' GOLD BERRY STEM,Gemex Program,C48,48,846312063711,10.00,1.00,
XG06372,24.8'' RED BERRY STEM,Gemex Program,C48,0,846312063728,10.00,1.00,
XG06373,24.8'' GREEN BERRY STEM,Gemex Program,C48,768,846312063735,10.00,1.00,
XG06374,25'' METALLIC BLUE BERRY STEM,Inactive,C48,0,846312063742,10.00,1.00,
XG06375,12.5'' VELVET FLOWER DUSTY GRN,Gemex Program,C48,0,846312063759,10.00,1.00,
XG06376,17.7'' JUMBO VELVET FLOWER GOL,Gemex Program,C48,0,846312063766,10.00,1.00,
XG06377,17.7'' JUMBO VELVET FLOWER HT,Gemex Program,C48,336,846312063773,10.00,1.00,
XG06378,17.7'' JUMBO VELVET FLOWER RED,Gemex Program,C48,0,846312063780,10.00,1.00,
XG06379,19.6'' JUMBO VELVET FLOWER RED,Gemex Program,C48,0,846312063797,10.00,1.00,
XG06380,19.6'' JUMBO VELVET FLOWER TEA,Inactive,C48,0,846312063803,10.00,1.00,
XG06383,11.8'' VELVET FLOWER GREEN,Gemex Program,C48,144,846312063834,10.00,1.00,
XG06384,11.8'' VELVET FLOWER ROSE GOLD,Gemex Program,C48,96,846312063841,10.00,1.00,
XG06385,11.8'' VELVET FLOWER IVORY,Gemex Program,C48,0,846312063858,10.00,1.00,
XG06386,10.6'' VELVET FLOWER PINK,Inactive,C48,0,846312063865,10.00,1.00,
XG06387,10.6'' VELVET FLOWER GREEN,Inactive,C48,0,846312063872,10.00,1.00,
XG06388,11'' VELVET MAGNOLIA PURPLE,Inactive,C48,0,846312063889,10.00,1.00,
XG06389,11'' VELVET MAGNOLIA GREEN,Inactive,C48,0,846312063896,10.00,1.00,
XG06390,11'' VELVET MAGNOLIA PINK,Inactive,C48,0,846312063902,10.00,1.00,
XG06391,11.8'' VELVET FLOWER BLUE,Inactive,C48,0,846312063919,10.00,1.00,
XG06392,11.8'' VELVET FLOWER RED,Gemex Program,C48,48,846312063926,10.00,1.00,
